nParts,k,frameMs,editMs
20000,3,5.600,0.200
20000,3,5.200,0.200
20000,3,5.500,0.200
20000,3,5.400,0.200
20000,3,5.100,0.100
20000,3,5.500,0.200
20000,3,5.700,0.300
20000,3,5.900,0.100
20000,3,5.400,0.300
20000,3,5.400,0.100
20000,3,5.000,0.100
20000,3,5.400,0.200
20000,3,5.600,0.100
20000,3,5.300,0.100
20000,3,5.400,0.100
20000,3,5.700,0.200
20000,3,5.500,0.200
20000,3,5.500,0.500
20000,3,5.600,0.200
20000,3,5.500,0.300
20000,3,5.300,0.200
20000,3,5.600,0.200
20000,3,5.200,0.100
20000,3,5.400,0.200
20000,3,8.200,0.100
20000,3,6.900,0.200
20000,3,5.400,0.200
20000,3,6.000,0.100
20000,3,5.300,0.200
20000,3,5.300,0.200
20000,10,8.200,0.400
20000,10,8.800,0.300
20000,10,9.100,0.300
20000,10,16.700,0.500
20000,10,12.300,0.500
20000,10,9.900,0.400
20000,10,21.900,0.400
20000,10,16.200,0.500
20000,10,37.200,0.500
20000,10,12.000,0.400
20000,10,8.700,0.400
20000,10,7.400,0.300
20000,10,6.900,0.400
20000,10,7.400,0.400
20000,10,7.800,0.300
20000,10,7.300,0.400
20000,10,8.200,0.200
20000,10,7.100,0.400
20000,10,7.700,0.400
20000,10,7.000,0.400
20000,10,9.300,0.300
20000,10,6.500,0.400
20000,10,7.300,0.400
20000,10,6.900,0.300
20000,10,7.100,0.500
20000,10,8.200,0.400
20000,10,7.100,0.400
20000,10,7.800,0.400
20000,10,8.500,0.300
20000,10,8.500,0.300
20000,10,8.200,0.400
20000,10,7.600,0.400
20000,10,7.000,0.300
20000,10,8.300,0.300
20000,10,6.900,0.300
20000,10,9.400,0.300
20000,10,7.000,0.300
20000,10,9.200,0.300
20000,10,6.900,0.300
20000,10,7.200,0.300
20000,10,6.800,0.400
20000,10,7.100,0.300
20000,10,7.500,0.400
20000,10,6.300,0.400
20000,10,7.900,0.300
20000,10,6.800,0.300
20000,10,9.400,0.400
20000,10,6.600,0.300
20000,10,9.700,0.400
20000,10,6.700,0.300
20000,10,10.500,0.300
20000,10,7.600,0.400
20000,10,9.600,0.400
20000,10,7.100,0.300
20000,10,8.300,0.300
20000,10,6.900,0.200
20000,10,9.600,0.300
20000,10,6.900,0.300
20000,10,9.300,0.300
20000,10,6.800,0.400
20000,10,9.500,0.300
20000,32,12.300,0.900
20000,32,17.000,2.100
20000,32,13.500,1.000
20000,32,12.400,0.900
20000,32,12.600,1.000
20000,32,12.800,0.900
20000,32,13.700,0.800
20000,32,14.200,0.900
20000,32,12.300,0.900
20000,32,12.500,1.000
20000,32,13.000,1.000
20000,32,17.800,0.800
20000,32,12.900,0.900
20000,32,14.200,0.900
20000,32,12.700,1.000
20000,32,12.600,1.000
20000,32,13.100,0.900
20000,32,12.800,0.800
20000,32,17.900,1.000
20000,32,13.300,0.900
20000,32,12.300,1.000
20000,32,13.200,0.900
20000,32,12.800,1.000
20000,32,17.200,0.900
20000,32,12.400,0.800
20000,32,12.000,0.900
20000,32,11.800,0.900
20000,32,12.500,0.900
20000,32,12.800,0.900
20000,32,12.100,0.900
20000,32,12.600,1.000
20000,32,13.300,1.100
20000,32,13.000,0.900
20000,32,14.500,1.000
20000,32,12.400,1.000
20000,32,15.500,0.900
20000,32,12.800,0.800
20000,32,12.600,0.900
20000,32,12.800,1.000
20000,32,11.700,0.900
20000,32,11.900,0.800
20000,32,12.900,0.900
20000,32,13.300,0.800
20000,32,12.100,1.000
20000,32,12.000,0.900
20000,32,12.900,1.000
20000,32,12.700,1.000
20000,32,12.500,1.000
20000,32,15.300,0.800
20000,32,12.900,1.100
20000,32,12.600,0.900
20000,32,12.700,0.900
20000,32,12.100,1.000
20000,32,12.800,0.900
20000,32,13.200,0.900
20000,32,13.300,0.900
20000,32,14.600,0.900
20000,32,12.200,0.900
20000,32,12.300,0.900
20000,32,13.400,1.000
20000,32,14.800,1.000
20000,100,30.800,2.800
20000,100,31.500,2.800
20000,100,34.800,2.800
20000,100,36.500,2.700
20000,100,28.800,2.600
20000,100,33.300,2.700
20000,100,31.500,2.600
20000,100,28.700,2.800
20000,100,30.200,2.800
20000,100,33.500,2.700
20000,100,34.400,2.800
20000,100,28.500,2.600
20000,100,28.000,2.700
20000,100,30.000,2.700
20000,100,33.300,2.700
20000,100,28.800,2.600
20000,100,29.400,2.700
20000,100,28.700,2.700
20000,100,33.200,2.700
20000,100,31.000,3.000
20000,100,29.600,2.700
20000,100,29.500,2.800
20000,100,29.600,2.800
20000,100,31.600,2.800
20000,100,29.600,2.800
20000,100,32.800,2.700
20000,100,41.800,2.700
20000,100,32.700,2.800
20000,100,32.100,2.700
20000,100,29.400,2.700
20000,100,32.100,2.600
20000,100,30.300,2.600
20000,100,38.900,2.800
20000,100,30.800,2.800
20000,100,29.000,2.700
20000,100,29.900,2.700
20000,100,41.900,2.700
20000,100,28.600,2.700
20000,100,29.900,2.600
20000,100,30.700,2.700
20000,100,28.700,2.700
20000,100,32.700,2.600
20000,100,32.300,2.800
20000,100,35.900,2.600
20000,100,29.800,2.700
20000,100,30.700,2.600
20000,100,28.900,2.500
20000,100,28.700,2.600
20000,100,29.200,2.700
20000,100,31.000,2.700
20000,100,35.100,2.700
20000,100,30.100,2.600
20000,100,29.900,2.800
20000,100,30.100,2.600
20000,100,32.300,2.700
20000,100,28.800,2.600
20000,100,28.600,2.700
20000,100,28.500,2.600
20000,100,32.600,2.900
20000,100,30.200,2.600
20000,100,31.900,2.700
20000,316,86.000,8.500
20000,316,84.800,8.500
20000,316,91.600,8.800
20000,316,81.100,8.000
20000,316,80.900,8.000
20000,316,85.300,8.200
20000,316,105.800,8.200
20000,316,117.600,15.900
20000,316,90.900,8.400
20000,316,85.400,8.200
20000,316,84.500,8.300
20000,316,93.700,8.400
20000,316,89.200,8.800
20000,316,80.100,8.100
20000,316,85.700,8.300
20000,316,86.400,8.300
20000,316,94.900,11.300
20000,316,89.500,8.500
20000,316,96.700,8.400
20000,316,84.100,8.400
20000,316,91.600,8.400
20000,316,85.500,8.400
20000,316,84.800,8.400
20000,316,90.900,8.800
20000,316,84.300,8.100
20000,316,88.700,8.000
20000,316,89.000,8.400
20000,316,89.900,8.300
20000,316,82.900,8.400
20000,316,88.900,8.400
20000,316,90.100,8.500
20000,316,85.500,8.300
20000,316,93.400,8.600
20000,316,90.500,8.500
20000,316,85.100,8.200
20000,316,90.500,8.400
20000,316,86.000,8.600
20000,316,86.300,8.500
20000,316,93.900,8.700
20000,316,92.200,8.500
20000,316,87.400,8.500
20000,316,93.400,8.600
20000,316,92.900,8.800
20000,316,136.400,15.200
20000,316,89.400,9.100
20000,316,84.700,8.000
20000,316,84.000,7.900
20000,316,93.800,8.100
20000,316,85.100,8.200
20000,316,81.300,8.300
20000,316,91.700,8.100
20000,316,89.300,8.300
20000,316,84.100,8.500
20000,316,89.800,8.700
20000,316,87.800,8.600
20000,316,82.400,7.900
20000,316,90.600,8.400
20000,316,90.000,8.300
20000,316,84.700,8.200
20000,316,92.900,8.500
20000,316,88.000,8.300
20000,1000,312.500,27.800
20000,1000,283.000,26.200
20000,1000,286.600,26.700
20000,1000,300.600,28.700
20000,1000,285.100,27.300
20000,1000,298.500,28.700
20000,1000,299.000,28.400
20000,1000,295.700,27.700
20000,1000,305.200,27.700
20000,1000,336.000,29.300
20000,1000,577.300,49.300
20000,1000,413.700,31.700
20000,1000,345.100,31.000
20000,1000,312.700,29.800
20000,1000,372.100,32.400
20000,1000,382.500,38.600
20000,1000,355.900,50.800
20000,1000,290.100,27.600
20000,1000,301.300,28.100
20000,1000,307.100,29.600
20000,1000,300.800,29.900
20000,1000,296.600,28.000
20000,1000,301.900,28.900
20000,1000,300.600,29.600
20000,1000,299.600,28.200
20000,1000,302.900,29.600
20000,1000,309.000,28.600
20000,1000,272.100,26.800
20000,1000,288.700,26.500
20000,1000,286.900,26.900
20000,1000,284.700,27.900
20000,1000,297.000,28.100
20000,1000,284.200,27.100
20000,1000,284.800,27.600
20000,1000,283.200,26.600
20000,1000,299.200,29.200
20000,1000,289.300,27.600
20000,1000,295.000,27.800
20000,1000,350.000,76.000
20000,1000,293.500,28.000
20000,1000,296.800,37.000
20000,1000,308.400,28.100
20000,1000,291.000,27.900
20000,1000,293.900,28.100
20000,1000,288.400,27.200
20000,1000,287.600,29.300
20000,1000,294.800,28.200
20000,1000,322.700,27.900
20000,1000,293.100,28.600
20000,1000,287.500,29.200
20000,1000,291.400,28.400
20000,1000,299.200,31.000
20000,1000,1577.100,1204.800
20000,1000,303.800,28.600
20000,1000,280.900,26.500
20000,1000,288.000,28.500
20000,1000,279.900,27.100
20000,1000,288.900,28.400
20000,1000,296.600,27.900
20000,1000,292.700,30.400
20000,1000,288.000,28.600
20000,2000,562.300,60.200
20000,2000,552.600,58.900
20000,2000,550.700,58.500
20000,2000,568.200,77.600
20000,2000,570.200,60.100
20000,2000,604.700,58.100
20000,2000,584.400,58.200
20000,2000,629.300,67.200
20000,2000,1773.100,1140.600
20000,2000,553.000,60.800
20000,2000,604.100,57.100
20000,2000,576.600,59.000
20000,2000,587.100,58.400
20000,2000,563.200,56.900
20000,2000,561.600,58.000
20000,2000,589.700,59.800
20000,2000,552.200,61.300
20000,2000,596.800,56.200
20000,2000,593.700,55.000
20000,2000,600.800,56.100
20000,2000,627.900,54.700
20000,2000,588.800,56.000
20000,2000,588.700,56.300
20000,2000,605.200,55.700
20000,2000,595.700,55.600
20000,2000,572.700,55.900
20000,2000,925.500,104.400
20000,2000,985.300,103.500
20000,2000,1479.200,874.300
20000,2000,719.900,77.300
20000,2000,523.600,54.000
20000,2000,516.300,54.200
20000,2000,528.900,54.600
20000,2000,518.900,55.800
20000,2000,526.400,54.800
20000,2000,540.300,56.000
20000,2000,542.200,57.800
20000,2000,523.300,55.400
20000,2000,538.500,55.900
20000,2000,564.900,56.200
20000,2000,602.800,59.000
20000,2000,623.800,60.400
20000,2000,645.000,58.700
20000,2000,612.200,60.600
20000,2000,1049.700,114.100
20000,2000,945.000,112.100
20000,2000,931.300,106.500
20000,2000,899.200,103.100
20000,2000,1654.200,109.400
20000,2000,884.500,218.600
20000,2000,837.100,57.800
20000,2000,916.600,106.100
20000,2000,930.600,101.500
20000,2000,1296.600,100.900
20000,2000,862.200,57.700
20000,2000,939.900,111.800
20000,2000,928.500,103.500
20000,2000,1200.300,573.200
20000,2000,929.500,100.500
20000,2000,970.400,105.500
20000,2000,1266.400,115.500
