nParts,k,frameMs,editMs
68452,32,4.800,0.200
68452,32,3.800,0.300
68452,32,3.900,0.200
68452,32,3.900,0.300
68452,32,5.000,0.300
68452,32,4.300,0.300
68452,32,3.800,0.300
68452,32,7.200,0.400
68452,32,3.800,0.300
68452,32,4.000,0.400
68452,32,3.800,0.300
68452,100,4.500,0.800
68452,100,4.700,0.700
68452,100,6.800,0.700
68452,100,4.500,0.700
68452,100,4.600,0.700
68452,100,6.700,0.800
68452,100,4.600,0.800
68452,100,4.600,0.700
68452,100,4.300,0.700
68452,100,5.000,0.800
68452,100,4.900,0.800
68452,100,4.800,0.700
68452,100,5.400,0.800
68452,100,4.500,0.800
68452,100,4.700,0.800
68452,100,6.600,0.600
68452,100,4.500,0.700
68452,100,4.700,0.800
68452,100,5.000,0.800
68452,100,4.600,0.800
68452,100,4.600,0.700
68452,100,4.600,0.800
68452,100,5.500,0.900
68452,100,4.600,0.800
68452,100,4.700,0.800
68452,100,6.600,0.800
68452,100,4.700,0.800
68452,100,4.300,0.700
68452,100,4.700,0.900
68452,100,4.700,0.800
68452,100,4.800,0.800
68452,100,4.700,0.700
68452,100,5.300,0.800
68452,100,4.500,0.800
68452,100,4.400,0.800
68452,100,7.700,0.900
68452,100,4.600,0.800
68452,100,4.500,0.700
68452,100,7.000,0.800
68452,100,4.600,0.800
68452,100,4.600,0.800
68452,100,4.900,0.700
68452,100,4.500,0.900
68452,100,4.600,0.800
68452,100,4.700,0.900
68452,100,6.000,0.600
68452,100,4.400,0.900
68452,100,4.400,0.800
68452,100,7.100,0.800
68452,100,4.500,0.900
68452,100,4.700,0.800
68452,100,7.300,0.800
68452,100,4.600,0.800
68452,100,4.800,0.800
68452,100,7.100,0.800
68452,100,4.700,0.800
68452,100,4.900,0.800
68452,100,6.700,0.800
68452,100,4.900,0.900
68452,100,4.900,0.800
68452,100,7.700,0.800
68452,316,6.400,2.100
68452,316,6.200,2.000
68452,316,7.000,1.900
68452,316,6.400,2.100
68452,316,6.500,2.100
68452,316,6.300,2.000
68452,316,6.600,2.100
68452,316,8.000,2.000
68452,316,6.500,2.200
68452,316,6.600,2.200
68452,316,6.900,2.500
68452,316,6.700,2.400
68452,316,6.900,2.200
68452,316,6.900,2.500
68452,316,8.700,2.300
68452,316,6.700,2.500
68452,316,9.400,2.400
68452,316,6.600,2.300
68452,316,6.900,2.400
68452,316,6.800,2.200
68452,316,6.800,2.500
68452,316,7.700,2.300
68452,316,7.400,2.800
68452,316,7.500,2.500
68452,316,7.200,2.800
68452,316,6.900,2.800
68452,316,6.500,2.100
68452,316,6.400,2.100
68452,316,7.200,2.000
68452,316,6.200,2.000
68452,316,9.000,1.900
68452,316,6.400,1.900
68452,316,6.300,2.000
68452,316,7.000,2.100
68452,316,6.800,2.300
68452,316,7.600,2.200
68452,316,6.300,2.000
68452,316,6.500,2.000
68452,316,6.300,2.000
68452,316,6.200,1.900
68452,316,7.400,2.000
68452,316,6.200,2.000
68452,316,6.000,2.000
68452,316,6.700,2.000
68452,316,6.600,2.000
68452,316,8.000,2.000
68452,316,6.300,2.100
68452,316,6.300,2.000
68452,316,6.300,2.000
68452,316,6.400,2.000
68452,316,7.000,1.900
68452,316,6.600,2.200
68452,316,6.500,2.100
68452,316,6.500,2.100
68452,316,6.300,2.000
68452,316,6.900,2.000
68452,316,6.600,2.300
68452,316,6.600,2.300
68452,316,6.800,2.300
68452,316,6.800,2.400
68452,316,7.300,2.300
68452,1000,14.400,6.400
68452,1000,12.300,6.400
68452,1000,12.500,6.500
68452,1000,12.500,6.600
68452,1000,12.800,6.600
68452,1000,15.400,7.100
68452,1000,12.900,7.300
68452,1000,13.400,7.400
68452,1000,14.500,8.700
68452,1000,14.400,8.400
68452,1000,14.700,8.900
68452,1000,13.300,6.200
68452,1000,12.200,6.600
68452,1000,12.800,6.800
68452,1000,12.000,6.200
68452,1000,12.900,6.600
68452,1000,12.100,6.600
68452,1000,12.500,6.600
68452,1000,12.600,6.800
68452,1000,13.100,6.800
68452,1000,15.300,7.100
68452,1000,13.900,7.300
68452,1000,14.800,8.800
68452,1000,14.200,8.500
68452,1000,14.500,8.800
68452,1000,12.000,6.200
68452,1000,14.100,6.600
68452,1000,12.700,6.800
68452,1000,12.500,6.700
68452,1000,11.900,6.500
68452,1000,13.100,6.400
68452,1000,12.300,6.700
68452,1000,12.700,7.000
68452,1000,12.400,7.100
68452,1000,13.000,7.300
68452,1000,14.100,7.200
68452,1000,17.400,8.700
68452,1000,16.400,8.100
68452,1000,13.100,7.700
68452,1000,12.400,6.500
68452,1000,12.500,6.700
68452,1000,12.900,6.500
68452,1000,12.100,6.500
68452,1000,12.500,6.700
68452,1000,12.600,6.600
68452,1000,13.600,6.900
68452,1000,14.300,7.100
68452,1000,12.900,7.200
68452,1000,12.900,7.300
68452,1000,14.700,7.300
68452,1000,14.200,8.600
68452,1000,14.300,8.300
68452,1000,15.500,8.600
68452,1000,14.200,6.200
68452,1000,12.100,6.700
68452,1000,12.600,6.700
68452,1000,12.400,6.700
68452,1000,12.900,6.900
68452,1000,12.000,6.300
68452,1000,12.200,6.500
68452,1000,12.700,7.000
68452,3162,36.600,26.800
68452,3162,34.200,23.700
68452,3162,32.200,22.000
68452,3162,31.400,21.200
68452,3162,34.000,22.400
68452,3162,38.200,27.100
68452,3162,33.700,24.600
68452,3162,31.600,21.900
68452,3162,31.700,21.600
68452,3162,33.100,22.500
68452,3162,37.400,27.500
68452,3162,34.600,24.300
68452,3162,32.500,22.500
68452,3162,32.400,22.600
68452,3162,33.400,22.800
68452,3162,37.800,27.200
68452,3162,34.800,24.300
68452,3162,33.300,22.800
68452,3162,32.900,21.700
68452,3162,33.900,23.000
68452,3162,36.900,26.800
68452,3162,33.800,23.900
68452,3162,31.900,22.200
68452,3162,31.300,21.600
68452,3162,33.700,22.700
68452,3162,37.300,27.300
68452,3162,33.700,24.200
68452,3162,31.900,22.000
68452,3162,32.200,21.800
68452,3162,33.200,22.600
68452,3162,36.400,26.600
68452,3162,34.400,24.400
68452,3162,33.300,22.600
68452,3162,31.700,22.000
68452,3162,33.800,22.800
68452,3162,49.300,30.100
68452,3162,35.600,24.900
68452,3162,33.500,23.800
68452,3162,33.800,22.800
68452,3162,39.800,24.600
68452,3162,40.600,28.100
68452,3162,42.900,29.400
68452,3162,31.900,21.800
68452,3162,33.700,21.700
68452,3162,33.900,22.700
68452,3162,38.800,27.900
68452,3162,35.300,24.900
68452,3162,32.300,22.300
68452,3162,33.000,22.000
68452,3162,35.900,23.400
68452,3162,41.000,28.000
68452,3162,35.200,24.000
68452,3162,34.200,22.800
68452,3162,33.300,22.800
68452,3162,37.600,23.400
68452,3162,37.400,26.900
68452,3162,39.400,27.400
68452,3162,37.100,23.600
68452,3162,32.800,21.800
68452,3162,35.300,23.400
68452,3162,39.400,29.200
68452,10000,121.800,84.800
68452,10000,105.900,69.500
68452,10000,112.000,76.300
68452,10000,119.200,81.700
68452,10000,103.000,68.500
68452,10000,123.100,85.400
68452,10000,106.700,70.500
68452,10000,113.400,76.400
68452,10000,117.400,81.100
68452,10000,102.000,67.000
68452,10000,121.300,85.000
68452,10000,105.300,69.300
68452,10000,112.200,77.200
68452,10000,117.900,81.000
68452,10000,103.200,67.500
68452,10000,120.700,84.600
68452,10000,104.200,68.300
68452,10000,119.800,79.000
68452,10000,116.700,80.300
68452,10000,104.000,67.100
68452,10000,123.500,87.900
68452,10000,105.000,68.600
68452,10000,113.300,77.100
68452,10000,120.300,83.400
68452,10000,102.900,67.600
68452,10000,121.500,85.500
68452,10000,106.600,69.600
68452,10000,112.800,77.100
68452,10000,116.900,80.400
68452,10000,102.400,67.400
68452,10000,119.900,83.600
68452,10000,107.300,68.600
68452,10000,110.900,75.500
68452,10000,117.100,79.900
68452,10000,102.700,67.500
68452,10000,120.600,84.400
68452,10000,106.700,68.800
68452,10000,112.000,76.400
68452,10000,116.300,80.400
68452,10000,102.800,67.400
68452,10000,120.500,84.900
68452,10000,108.300,69.100
68452,10000,110.200,75.500
68452,10000,125.800,87.700
68452,10000,103.500,67.600
68452,10000,121.700,85.700
68452,10000,109.200,69.700
68452,10000,111.700,76.100
68452,10000,118.800,81.900
68452,10000,106.500,67.500
68452,10000,121.100,85.000
68452,10000,107.300,69.500
68452,10000,111.900,76.500
68452,10000,118.000,81.900
68452,10000,103.900,68.500
68452,10000,120.400,84.600
68452,10000,109.200,69.100
68452,10000,113.100,76.600
68452,10000,118.700,81.800
68452,10000,106.000,68.800
68452,10000,127.700,89.800
68452,31623,318.900,255.600
68452,31623,320.400,251.500
68452,31623,320.100,242.700
68452,31623,325.700,254.500
68452,31623,337.400,258.500
68452,31623,317.300,253.800
68452,31623,330.100,254.600
68452,31623,317.200,249.900
68452,31623,316.200,249.600
68452,31623,328.100,261.500
68452,31623,339.600,258.700
68452,31623,314.200,240.500
68452,31623,313.200,248.000
68452,31623,332.000,263.600
68452,31623,325.000,256.600
68452,31623,337.000,247.400
68452,31623,311.700,242.900
68452,31623,313.600,250.500
68452,31623,320.400,258.500
68452,31623,321.600,252.700
68452,31623,308.200,236.300
68452,31623,310.100,242.600
68452,31623,327.200,246.800
68452,31623,324.100,261.700
68452,31623,329.700,258.800
68452,31623,313.800,238.300
68452,31623,312.000,244.300
68452,31623,312.500,245.400
68452,31623,326.900,261.400
68452,31623,331.100,250.300
68452,31623,310.900,237.800
68452,31623,318.100,251.000
68452,31623,330.300,261.500
68452,31623,330.500,261.400
68452,31623,311.100,246.100
68452,31623,314.600,233.800
68452,31623,303.900,239.100
68452,31623,321.300,257.700
68452,31623,316.100,249.200
68452,31623,320.600,235.900
68452,31623,308.800,239.600
68452,31623,335.200,263.000
68452,31623,425.400,369.100
68452,31623,408.800,353.300
68452,31623,405.500,294.600
68452,31623,356.700,294.200
68452,31623,415.900,358.300
68452,31623,409.600,356.600
68452,31623,419.500,285.600
68452,31623,383.400,283.900
68452,31623,340.600,285.200
68452,31623,405.900,351.600
68452,31623,404.300,350.000
68452,31623,396.500,285.900
68452,31623,338.400,285.500
68452,31623,406.000,351.000
68452,31623,405.000,352.000
68452,31623,360.600,289.800
68452,31623,306.100,248.300
68452,31623,315.700,251.000
68452,31623,327.800,259.700
68452,68452,651.900,542.900
68452,68452,638.000,538.800
68452,68452,657.700,543.900
68452,68452,652.400,556.800
68452,68452,646.200,548.500
68452,68452,654.700,540.100
68452,68452,625.000,528.000
68452,68452,636.600,533.000
68452,68452,681.400,563.900
68452,68452,645.500,547.400
68452,68452,652.500,530.400
68452,68452,621.300,525.700
68452,68452,634.900,535.900
68452,68452,673.500,557.100
68452,68452,651.700,555.900
68452,68452,641.500,539.700
68452,68452,648.200,534.100
68452,68452,632.100,537.600
68452,68452,654.100,558.000
68452,68452,666.000,554.800
68452,68452,649.200,539.700
68452,68452,629.700,536.100
68452,68452,654.200,530.700
68452,68452,639.300,544.400
68452,68452,639.800,542.600
68452,68452,713.700,560.900
68452,68452,773.300,685.400
68452,68452,931.300,709.300
68452,68452,4739.900,4622.500
68452,68452,621.800,522.600
68452,68452,626.400,531.800
68452,68452,754.300,557.500
68452,68452,1335.800,1231.600
68452,68452,675.500,526.400
68452,68452,652.700,555.400
68452,68452,689.000,589.300
68452,68452,735.200,617.300
68452,68452,788.700,660.500
68452,68452,744.000,644.900
68452,68452,757.200,638.400
68452,68452,695.100,587.600
68452,68452,653.300,556.400
68452,68452,672.300,554.300
68452,68452,643.500,535.300
68452,68452,639.600,541.400
68452,68452,659.200,545.800
68452,68452,649.400,552.300
68452,68452,647.500,542.600
68452,68452,631.400,532.500
68452,68452,653.400,541.900
68452,68452,659.200,552.800
68452,68452,651.100,550.000
68452,68452,639.200,539.800
68452,68452,649.000,528.400
68452,68452,627.600,533.600
68452,68452,650.100,554.800
68452,68452,646.200,550.600
68452,68452,663.300,541.000
68452,68452,636.500,536.100
68452,68452,637.300,540.200
68452,68452,665.700,550.500
