nParts,k,frameMs,editMs
20000,10,3.500,0.100
20000,10,3.900,0.200
20000,10,3.700,0.100
20000,10,5.000,0.000
20000,10,3.800,0.100
20000,10,3.900,0.100
20000,10,4.400,0.000
20000,10,4.600,0.100
20000,10,3.700,0.100
20000,10,3.900,0.100
20000,10,3.800,0.100
20000,10,4.900,0.100
20000,10,3.600,0.100
20000,10,4.000,0.100
20000,10,3.800,0.100
20000,10,4.100,0.100
20000,10,3.800,0.200
20000,10,3.900,0.100
20000,10,5.100,0.100
20000,10,4.300,0.100
20000,10,5.500,0.200
20000,10,4.100,0.100
20000,32,5.400,0.200
20000,32,3.900,0.200
20000,32,4.100,0.200
20000,32,6.900,0.200
20000,32,3.900,0.300
20000,32,4.000,0.200
20000,32,4.200,0.300
20000,32,4.800,0.300
20000,32,3.700,0.100
20000,32,4.100,0.200
20000,32,4.200,0.300
20000,32,5.300,0.200
20000,32,3.900,0.200
20000,32,4.200,0.300
20000,32,4.200,0.300
20000,32,3.900,0.300
20000,32,4.300,0.400
20000,32,4.100,0.300
20000,32,7.000,0.300
20000,32,4.000,0.300
20000,32,4.400,0.300
20000,32,4.200,0.200
20000,32,4.700,0.300
20000,32,4.100,0.300
20000,32,4.300,0.300
20000,32,6.600,0.300
20000,32,3.900,0.300
20000,32,4.200,0.300
20000,32,4.200,0.300
20000,32,4.900,0.300
20000,32,4.000,0.400
20000,32,4.000,0.300
20000,32,3.900,0.300
20000,32,5.500,0.300
20000,32,4.000,0.300
20000,32,4.000,0.200
20000,32,4.100,0.300
20000,32,5.400,0.300
20000,32,4.400,0.400
20000,32,10.700,0.300
20000,32,4.000,0.300
20000,32,4.200,0.300
20000,32,4.100,0.300
20000,32,2.700,0.200
20000,32,5.700,0.200
20000,32,12.100,0.300
20000,32,4.700,0.400
20000,32,4.600,0.400
20000,32,6.300,0.300
20000,32,4.100,0.400
20000,32,4.600,0.200
20000,32,4.100,0.300
20000,32,5.100,0.300
20000,32,4.300,0.300
20000,32,4.300,0.400
20000,32,6.400,0.300
20000,32,4.100,0.300
20000,32,4.200,0.200
20000,32,4.000,0.300
20000,32,2.500,0.400
20000,32,3.800,0.300
20000,100,6.800,0.800
20000,100,4.600,0.700
20000,100,4.600,0.800
20000,100,7.100,0.800
20000,100,4.800,0.800
20000,100,5.000,0.800
20000,100,7.600,0.800
20000,100,4.800,0.900
20000,100,4.700,0.800
20000,100,7.500,0.900
20000,100,4.700,0.900
20000,100,4.600,0.700
20000,100,6.000,0.800
20000,100,4.600,0.800
20000,100,4.900,0.800
20000,100,6.000,0.700
20000,100,4.700,0.800
20000,100,4.900,0.900
20000,100,4.700,0.800
20000,100,4.500,0.700
20000,100,4.700,0.800
20000,100,4.600,0.700
20000,100,5.400,0.800
20000,100,4.600,0.800
20000,100,4.800,0.800
20000,100,6.100,0.700
20000,100,4.700,0.800
20000,100,4.500,0.700
20000,100,7.600,0.800
20000,100,4.900,0.800
20000,100,4.900,0.700
20000,100,7.300,0.800
20000,100,4.600,0.700
20000,100,4.700,0.900
20000,100,6.900,0.700
20000,100,4.600,0.800
20000,100,4.500,0.800
20000,100,7.000,0.700
20000,100,4.600,0.800
20000,100,4.600,0.700
20000,100,7.000,0.800
20000,100,4.600,0.800
20000,100,4.400,0.800
20000,100,4.600,0.800
20000,100,4.400,0.800
20000,100,5.100,0.700
20000,100,4.800,0.800
20000,100,5.300,0.800
20000,100,4.600,0.800
20000,100,4.800,0.700
20000,100,6.900,0.800
20000,100,4.600,0.800
20000,100,4.700,0.800
20000,100,6.300,0.700
20000,100,4.700,0.800
20000,100,5.000,0.800
20000,100,7.500,0.800
20000,100,4.500,0.700
20000,100,4.700,0.800
20000,100,7.100,0.800
20000,100,4.500,0.800
20000,316,7.200,1.900
20000,316,6.300,2.000
20000,316,6.500,2.000
20000,316,6.300,1.900
20000,316,6.200,1.900
20000,316,7.400,2.000
20000,316,6.100,1.900
20000,316,6.200,1.900
20000,316,7.200,1.900
20000,316,6.300,1.900
20000,316,6.800,1.900
20000,316,6.100,2.000
20000,316,6.200,2.000
20000,316,6.700,2.000
20000,316,6.400,2.000
20000,316,8.300,2.000
20000,316,6.400,2.000
20000,316,6.500,2.000
20000,316,6.400,2.000
20000,316,6.300,2.000
20000,316,7.800,2.000
20000,316,6.900,2.000
20000,316,6.100,1.900
20000,316,6.500,2.000
20000,316,6.300,2.000
20000,316,6.800,1.900
20000,316,6.400,2.000
20000,316,6.400,2.000
20000,316,6.400,2.200
20000,316,7.000,2.400
20000,316,7.600,2.300
20000,316,6.700,2.300
20000,316,8.400,2.300
20000,316,8.500,2.300
20000,316,8.700,2.600
20000,316,7.100,2.700
20000,316,9.400,2.600
20000,316,7.100,2.900
20000,316,8.900,1.900
20000,316,6.400,1.900
20000,316,6.500,2.100
20000,316,6.700,2.000
20000,316,6.200,2.100
20000,316,7.700,1.900
20000,316,6.600,2.100
20000,316,6.300,1.900
20000,316,6.200,2.000
20000,316,6.400,2.000
20000,316,6.900,1.900
20000,316,6.200,2.000
20000,316,6.300,1.900
20000,316,6.200,1.900
20000,316,6.600,2.200
20000,316,7.100,1.900
20000,316,6.300,2.000
20000,316,6.400,1.900
20000,316,4.400,1.900
20000,316,6.000,1.900
20000,316,6.300,2.000
20000,316,6.600,1.900
20000,316,6.400,2.000
20000,1000,19.000,8.400
20000,1000,14.800,8.500
20000,1000,12.200,6.600
20000,1000,11.900,6.500
20000,1000,11.800,6.300
20000,1000,12.400,6.300
20000,1000,11.600,6.200
20000,1000,11.300,6.000
20000,1000,12.300,6.100
20000,1000,14.200,6.300
20000,1000,11.700,6.300
20000,1000,12.100,6.300
20000,1000,11.600,6.100
20000,1000,14.200,6.200
20000,1000,16.300,7.000
20000,1000,14.000,8.300
20000,1000,13.400,8.000
20000,1000,14.200,8.500
20000,1000,12.000,6.200
20000,1000,13.100,6.400
20000,1000,12.100,6.600
20000,1000,12.000,6.300
20000,1000,12.100,6.300
20000,1000,13.300,6.100
20000,1000,11.900,6.300
20000,1000,11.800,6.200
20000,1000,11.700,6.300
20000,1000,14.400,6.200
20000,1000,11.700,6.300
20000,1000,14.300,7.000
20000,1000,14.000,8.200
20000,1000,13.400,7.800
20000,1000,14.700,8.200
20000,1000,14.200,6.100
20000,1000,12.200,6.500
20000,1000,11.700,6.200
20000,1000,12.700,6.300
20000,1000,12.700,6.200
20000,1000,11.700,6.300
20000,1000,11.700,6.200
20000,1000,12.600,6.300
20000,1000,14.400,6.400
20000,1000,12.000,6.300
20000,1000,11.800,6.300
20000,1000,12.400,6.800
20000,1000,15.900,8.000
20000,1000,15.000,8.000
20000,1000,15.300,8.400
20000,1000,11.900,6.100
20000,1000,12.200,6.400
20000,1000,12.300,6.700
20000,1000,13.300,6.400
20000,1000,11.900,6.400
20000,1000,12.000,6.400
20000,1000,11.900,6.300
20000,1000,13.300,6.500
20000,1000,12.000,6.500
20000,1000,11.900,6.300
20000,1000,12.300,6.600
20000,1000,15.300,6.900
20000,1000,16.100,8.200
20000,3162,33.400,25.000
20000,3162,29.900,20.300
20000,3162,29.500,20.100
20000,3162,29.500,20.600
20000,3162,36.600,26.200
20000,3162,33.200,24.600
20000,3162,30.800,20.700
20000,3162,29.000,20.300
20000,3162,31.800,20.500
20000,3162,37.200,26.900
20000,3162,33.600,24.600
20000,3162,30.800,20.800
20000,3162,28.900,20.300
20000,3162,31.500,20.700
20000,3162,36.900,27.300
20000,3162,35.100,24.800
20000,3162,32.300,21.500
20000,3162,30.900,20.600
20000,3162,35.500,21.200
20000,3162,35.600,26.700
20000,3162,33.600,24.900
20000,3162,28.700,21.000
20000,3162,29.100,20.200
20000,3162,31.700,21.200
20000,3162,35.800,26.800
20000,3162,35.000,25.500
20000,3162,30.900,21.100
20000,3162,30.300,20.300
20000,3162,32.500,20.800
20000,3162,36.400,26.200
20000,3162,34.200,24.600
20000,3162,29.400,20.900
20000,3162,29.400,20.300
20000,3162,30.700,21.400
20000,3162,40.100,26.500
20000,3162,34.900,25.000
20000,3162,31.300,20.900
20000,3162,29.400,20.900
20000,3162,31.900,21.100
20000,3162,37.900,27.000
20000,3162,32.900,24.200
20000,3162,28.900,20.900
20000,3162,31.200,21.000
20000,3162,32.900,21.500
20000,3162,40.600,26.500
20000,3162,36.100,24.000
20000,3162,33.400,21.200
20000,3162,32.800,20.800
20000,3162,35.900,21.500
20000,3162,45.500,28.200
20000,3162,36.500,24.900
20000,3162,31.100,21.400
20000,3162,31.200,20.900
20000,3162,33.400,21.500
20000,3162,37.900,26.800
20000,3162,36.500,25.900
20000,3162,31.100,21.600
20000,3162,30.500,21.200
20000,3162,33.400,21.000
20000,3162,36.600,28.000
20000,3162,35.300,26.000
20000,10000,108.700,71.600
20000,10000,119.300,95.800
20000,10000,113.700,75.200
20000,10000,140.200,100.100
20000,10000,163.300,122.200
20000,10000,114.100,79.700
20000,10000,164.700,127.200
20000,10000,114.900,74.200
20000,10000,125.000,93.600
20000,10000,102.800,77.100
20000,10000,104.800,78.200
20000,10000,114.200,87.100
20000,10000,112.200,74.000
20000,10000,162.700,99.100
20000,10000,222.700,167.300
20000,10000,225.700,183.000
20000,10000,221.400,162.000
20000,10000,141.200,102.900
20000,10000,165.300,127.800
20000,10000,126.900,86.900
20000,10000,151.800,94.200
20000,10000,128.900,85.000
20000,10000,118.300,90.700
20000,10000,148.600,111.300
20000,10000,140.700,110.800
20000,10000,230.800,180.600
20000,10000,110.700,83.000
20000,10000,183.900,154.300
20000,10000,183.200,106.100
20000,10000,93.700,71.800
20000,10000,179.900,157.900
20000,10000,99.000,77.500
20000,10000,164.700,144.200
20000,10000,97.600,73.500
20000,10000,178.300,149.100
20000,10000,169.900,75.700
20000,10000,107.000,78.100
20000,10000,205.300,182.000
20000,10000,101.900,79.100
20000,10000,221.500,175.100
20000,10000,112.400,81.300
20000,10000,166.200,141.900
20000,10000,145.400,71.500
20000,10000,90.900,71.500
20000,10000,164.300,143.400
20000,10000,152.000,132.100
20000,10000,165.800,141.100
20000,10000,92.000,67.300
20000,10000,164.600,138.900
20000,10000,140.000,68.500
20000,10000,100.300,75.800
20000,10000,157.100,136.400
20000,10000,90.600,69.300
20000,10000,163.700,138.000
20000,10000,90.800,67.200
20000,10000,173.400,148.900
20000,10000,143.200,69.700
20000,10000,90.100,71.200
20000,10000,172.700,148.600
20000,10000,92.300,72.700
20000,10000,173.900,143.300
20000,20000,195.300,153.400
20000,20000,188.800,152.600
20000,20000,210.900,166.000
20000,20000,223.700,167.100
20000,20000,208.400,172.500
20000,20000,200.900,158.900
20000,20000,199.300,149.800
20000,20000,185.500,147.400
20000,20000,184.000,147.100
20000,20000,200.700,157.900
20000,20000,188.000,151.400
20000,20000,189.000,152.700
20000,20000,192.600,154.500
20000,20000,191.700,156.300
20000,20000,194.900,156.400
20000,20000,195.800,156.500
20000,20000,189.600,152.400
20000,20000,187.700,149.500
20000,20000,192.900,146.100
20000,20000,193.200,152.800
20000,20000,264.200,226.500
20000,20000,194.600,153.900
20000,20000,190.200,151.500
20000,20000,187.300,152.100
20000,20000,193.700,157.100
20000,20000,190.900,156.600
20000,20000,189.500,152.200
20000,20000,194.300,148.600
20000,20000,185.500,149.500
20000,20000,183.900,147.000
20000,20000,181.200,151.300
20000,20000,181.400,151.600
20000,20000,197.200,159.300
20000,20000,197.600,159.100
20000,20000,194.700,158.000
20000,20000,196.900,157.700
20000,20000,201.100,154.200
20000,20000,223.200,184.600
20000,20000,188.100,148.200
20000,20000,194.900,154.600
20000,20000,194.700,154.400
20000,20000,194.800,155.300
20000,20000,189.900,153.200
20000,20000,192.500,155.700
20000,20000,195.000,156.400
20000,20000,198.700,156.600
20000,20000,190.000,153.000
20000,20000,190.100,151.100
20000,20000,186.000,148.300
20000,20000,244.300,182.200
20000,20000,225.500,181.900
20000,20000,203.700,161.200
20000,20000,201.400,163.600
20000,20000,195.300,157.800
20000,20000,202.000,162.100
20000,20000,204.000,162.700
20000,20000,201.500,161.400
20000,20000,194.700,153.000
20000,20000,191.000,152.300
20000,20000,196.800,152.900
20000,20000,196.000,155.800
