nParts,k,frameMs,editMs
2497,3,24.200,0.200
2497,3,11.200,0.200
2497,3,14.400,0.100
2497,3,24.900,0.200
2497,3,9.500,0.100
2497,3,18.800,0.200
2497,3,13.800,0.200
2497,3,17.300,0.200
2497,3,19.000,0.900
2497,3,14.500,0.100
2497,3,19.800,0.100
2497,3,14.300,1.100
2497,3,14.900,0.100
2497,3,16.700,0.200
2497,3,18.300,0.100
2497,3,22.300,0.200
2497,3,9.800,0.100
2497,3,18.400,0.200
2497,3,17.800,0.100
2497,3,14.000,0.100
2497,3,16.400,0.100
2497,3,16.600,0.000
2497,3,16.900,0.100
2497,3,16.600,0.100
2497,3,16.700,0.100
2497,3,17.200,0.000
2497,3,17.700,0.200
2497,3,16.100,0.000
2497,3,16.800,0.100
2497,3,17.100,0.200
2497,3,17.100,0.100
2497,3,14.400,0.100
2497,3,16.700,0.000
2497,3,16.500,0.100
2497,3,17.700,2.900
2497,3,15.400,0.100
2497,10,21.100,0.200
2497,10,12.900,0.100
2497,10,18.800,0.100
2497,10,16.400,0.500
2497,10,16.200,0.200
2497,10,16.400,0.200
2497,10,18.300,0.200
2497,10,14.700,0.100
2497,10,15.400,0.200
2497,10,16.600,0.100
2497,10,17.000,0.300
2497,10,17.600,0.200
2497,10,17.200,0.800
2497,10,15.200,0.100
2497,10,16.800,0.200
2497,10,17.500,0.200
2497,10,16.900,0.200
2497,10,15.700,0.200
2497,10,16.700,2.200
2497,10,17.200,0.200
2497,10,17.000,0.500
2497,10,15.300,0.100
2497,10,16.600,0.200
2497,10,20.800,0.100
2497,10,14.400,0.200
2497,10,15.000,0.100
2497,10,16.700,0.100
2497,10,16.200,0.100
2497,10,16.900,0.100
2497,10,16.200,0.200
2497,10,17.900,0.100
2497,10,15.600,0.200
2497,10,17.500,0.200
2497,10,16.600,0.100
2497,10,16.500,0.200
2497,10,16.300,0.200
2497,10,16.700,0.200
2497,10,17.600,0.200
2497,10,15.900,0.100
2497,10,17.200,0.100
2497,10,16.900,0.100
2497,10,15.600,0.100
2497,10,16.600,0.100
2497,10,16.800,0.200
2497,10,17.100,0.100
2497,10,16.800,0.000
2497,10,15.900,0.200
2497,10,16.600,0.200
2497,10,18.300,0.600
2497,10,15.300,0.200
2497,10,23.300,0.100
2497,10,12.200,0.100
2497,10,15.000,0.200
2497,10,17.600,0.300
2497,10,15.500,0.100
2497,10,16.900,0.200
2497,10,15.900,0.200
2497,10,16.900,0.100
2497,10,16.800,0.200
2497,10,17.100,0.200
2497,10,15.700,0.200
2497,32,15.300,0.300
2497,32,16.800,0.300
2497,32,16.700,0.400
2497,32,17.100,0.400
2497,32,16.600,0.300
2497,32,16.900,0.300
2497,32,16.000,0.300
2497,32,16.700,0.300
2497,32,16.700,0.400
2497,32,17.200,0.300
2497,32,16.800,0.300
2497,32,16.600,0.300
2497,32,16.300,0.400
2497,32,16.800,0.400
2497,32,16.700,0.200
2497,32,17.000,0.300
2497,32,15.800,0.300
2497,32,16.700,0.300
2497,32,17.000,0.300
2497,32,16.600,0.400
2497,32,16.900,0.300
2497,32,16.900,0.300
2497,32,16.700,0.300
2497,32,16.600,0.400
2497,32,16.100,0.300
2497,32,16.600,0.300
2497,32,16.600,0.300
2497,32,16.900,0.400
2497,32,16.800,0.300
2497,32,16.900,0.300
2497,32,16.200,0.200
2497,32,16.500,0.300
2497,32,16.800,0.300
2497,32,17.000,0.400
2497,32,16.700,0.300
2497,32,18.200,0.400
2497,32,15.500,0.300
2497,32,22.300,0.400
2497,32,12.100,0.300
2497,32,16.700,0.400
2497,32,16.000,0.200
2497,32,16.200,0.300
2497,32,16.500,0.400
2497,32,16.800,0.300
2497,32,15.800,0.300
2497,32,17.100,0.200
2497,32,16.600,0.300
2497,32,17.000,0.200
2497,32,16.000,0.400
2497,32,17.600,0.300
2497,32,16.500,0.300
2497,32,16.800,0.300
2497,32,16.800,0.400
2497,32,15.800,0.200
2497,32,17.100,0.400
2497,32,16.500,0.300
2497,32,16.700,0.200
2497,32,16.100,0.200
2497,32,17.600,0.300
2497,32,15.800,0.300
2497,32,17.000,0.400
2497,100,17.200,0.900
2497,100,15.400,0.900
2497,100,16.900,0.800
2497,100,17.300,0.800
2497,100,16.800,0.800
2497,100,16.700,0.800
2497,100,16.100,0.900
2497,100,16.600,0.800
2497,100,16.800,0.900
2497,100,17.300,1.000
2497,100,15.700,0.800
2497,100,16.900,0.800
2497,100,16.900,0.800
2497,100,16.600,0.800
2497,100,17.500,0.800
2497,100,15.300,0.800
2497,100,16.700,0.800
2497,100,17.100,0.800
2497,100,17.000,0.800
2497,100,16.700,0.800
2497,100,16.900,0.800
2497,100,16.000,0.800
2497,100,16.800,0.800
2497,100,16.700,0.900
2497,100,16.600,0.900
2497,100,16.700,0.700
2497,100,17.100,0.800
2497,100,16.600,0.800
2497,100,16.600,0.800
2497,100,15.900,0.800
2497,100,16.700,0.700
2497,100,16.700,0.800
2497,100,17.100,0.700
2497,100,16.800,0.700
2497,100,16.800,1.100
2497,100,15.700,0.700
2497,100,16.900,0.800
2497,100,16.800,0.800
2497,100,17.000,0.900
2497,100,16.500,0.800
2497,100,16.700,0.800
2497,100,17.000,0.600
2497,100,16.900,0.600
2497,100,17.600,0.800
2497,100,15.700,0.700
2497,100,15.700,0.700
2497,100,17.400,1.000
2497,100,17.000,0.700
2497,100,15.600,0.700
2497,100,16.800,0.600
2497,100,17.000,0.700
2497,100,16.400,0.700
2497,100,16.600,0.700
2497,100,17.400,0.700
2497,100,16.500,0.600
2497,100,16.700,0.600
2497,100,16.000,0.700
2497,100,16.900,0.700
2497,100,17.000,0.800
2497,100,17.000,0.900
2497,100,16.700,0.600
2497,316,17.600,2.200
2497,316,16.000,2.300
2497,316,16.300,2.100
2497,316,16.800,2.400
2497,316,17.100,2.400
2497,316,16.600,2.300
2497,316,16.700,2.300
2497,316,16.000,2.200
2497,316,16.600,2.200
2497,316,16.700,2.400
2497,316,17.100,2.200
2497,316,16.600,2.200
2497,316,16.700,2.200
2497,316,16.200,2.200
2497,316,16.900,2.200
2497,316,16.600,2.300
2497,316,17.400,2.500
2497,316,15.800,2.300
2497,316,17.600,2.600
2497,316,16.400,2.700
2497,316,16.700,2.000
2497,316,16.600,2.000
2497,316,17.200,2.000
2497,316,15.500,1.900
2497,316,16.700,1.900
2497,316,17.000,1.900
2497,316,16.600,2.000
2497,316,16.900,2.000
2497,316,17.000,2.100
2497,316,16.700,2.000
2497,316,16.600,2.000
2497,316,16.100,2.100
2497,316,16.400,2.000
2497,316,16.800,1.900
2497,316,17.000,2.100
2497,316,16.600,1.900
2497,316,16.700,2.100
2497,316,16.900,1.800
2497,316,16.700,1.900
2497,316,16.700,2.000
2497,316,16.600,1.900
2497,316,16.700,2.100
2497,316,16.100,1.900
2497,316,16.700,2.000
2497,316,17.100,1.900
2497,316,16.500,2.100
2497,316,17.000,1.900
2497,316,15.900,2.000
2497,316,17.000,2.100
2497,316,16.800,2.000
2497,316,16.000,2.200
2497,316,16.700,2.200
2497,316,17.100,2.200
2497,316,16.300,2.300
2497,316,16.600,2.100
2497,316,16.700,2.100
2497,316,16.900,2.200
2497,316,16.600,2.200
2497,316,16.700,2.200
2497,316,17.000,2.100
2497,316,16.500,2.400
2497,1000,16.400,5.800
2497,1000,16.400,5.800
2497,1000,16.800,5.800
2497,1000,16.900,5.800
2497,1000,16.600,5.700
2497,1000,16.700,5.800
2497,1000,16.400,6.100
2497,1000,16.700,5.800
2497,1000,16.700,5.900
2497,1000,17.200,6.200
2497,1000,18.200,6.600
2497,1000,16.400,7.300
2497,1000,16.300,8.700
2497,1000,16.500,7.500
2497,1000,15.800,8.600
2497,1000,16.100,8.300
2497,1000,17.200,6.200
2497,1000,18.600,8.900
2497,1000,14.500,6.100
2497,1000,16.500,6.100
2497,1000,17.100,6.100
2497,1000,16.700,6.100
2497,1000,16.200,5.800
2497,1000,18.900,6.400
2497,1000,15.000,8.000
2497,1000,16.700,7.100
2497,1000,16.400,6.700
2497,1000,16.200,6.900
2497,1000,17.100,6.800
2497,1000,20.200,16.700
2497,1000,18.500,8.000
2497,1000,12.100,9.500
2497,1000,16.200,5.900
2497,1000,16.200,6.700
2497,1000,17.000,5.800
2497,1000,16.300,5.800
2497,1000,17.300,6.200
2497,1000,15.500,5.700
2497,1000,16.700,5.700
2497,1000,17.300,5.700
2497,1000,16.700,6.100
2497,1000,17.000,6.400
2497,1000,16.200,6.500
2497,1000,16.900,6.600
2497,1000,16.200,6.900
2497,1000,17.000,7.800
2497,1000,16.600,8.100
2497,1000,17.000,7.500
2497,1000,15.700,5.800
2497,1000,16.700,5.600
2497,1000,17.100,5.900
2497,1000,16.600,5.800
2497,1000,16.700,5.500
2497,1000,17.200,5.800
2497,1000,16.600,6.000
2497,1000,16.600,5.900
2497,1000,16.300,6.100
2497,1000,16.600,6.400
2497,1000,17.100,6.600
2497,1000,16.000,6.700
2497,1000,16.900,6.900
2497,2497,16.300,14.700
2497,2497,16.400,14.500
2497,2497,16.400,16.200
2497,2497,17.700,20.800
2497,2497,22.400,19.500
2497,2497,21.300,19.200
2497,2497,20.900,16.200
2497,2497,17.900,15.100
2497,2497,17.000,15.300
2497,2497,16.800,14.500
2497,2497,16.200,14.800
2497,2497,16.700,21.300
2497,2497,24.200,22.800
2497,2497,26.400,21.400
2497,2497,25.400,17.700
2497,2497,23.300,14.600
2497,2497,16.200,14.800
2497,2497,16.500,15.600
2497,2497,17.400,15.400
2497,2497,17.000,21.300
2497,2497,23.100,21.900
2497,2497,23.800,25.700
2497,2497,27.300,19.100
2497,2497,20.900,15.200
2497,2497,17.200,15.300
2497,2497,17.100,15.400
2497,2497,17.200,15.700
2497,2497,17.600,20.800
2497,2497,22.700,22.600
2497,2497,24.600,18.000
2497,2497,20.800,22.000
2497,2497,24.100,20.400
2497,2497,23.000,16.700
2497,2497,18.500,15.900
2497,2497,17.600,15.600
2497,2497,17.400,19.800
2497,2497,21.700,21.700
2497,2497,23.500,22.200
2497,2497,23.800,21.100
2497,2497,23.000,15.800
2497,2497,17.600,15.700
2497,2497,17.400,15.300
2497,2497,17.200,15.400
2497,2497,20.200,21.100
2497,2497,23.500,21.500
2497,2497,23.700,21.300
2497,2497,22.900,15.200
2497,2497,16.700,14.500
2497,2497,16.100,14.800
2497,2497,16.600,16.400
2497,2497,17.900,16.500
2497,2497,18.100,21.800
2497,2497,23.500,20.800
2497,2497,23.600,22.500
2497,2497,25.400,18.700
2497,2497,20.800,15.300
2497,2497,17.100,15.000
2497,2497,16.700,15.100
2497,2497,17.000,15.300
2497,2497,17.100,22.400
2497,2497,24.500,23.800
